full_name,gender
suresh,m
laxmi,f
rahul,m
reshma,f
praveen,m
vishnu devi,f
manisha,f
shobharam,m
mohd saddam,m
suman,f
radha @ pinki,f
inder mahipal arya,m
lata,f
shikha saklani,f
rohit,m
jamila khatun,f
swaliya,f
manoj kumar,m
deepika,f
salim,m
amarjeet,m
seema devi,f
mahavir,m
sudershan gopal,m
deepak,m
mohd. ilyaash,m
vikky,m
ajay singh rajawat,m
mohini,f
prem kishore,m
smariti,f
meenu singh,f
sita,f
ashish,m
kuldeep,m
rajan,m
bharti,f
anil urf rakesh,m
kavita,f
manju,f
raju,m
priyanka,f
nwed,m
ravina,f
akshat baliyan,m
dolat bano,f
nilesh,f
shiva,m
sahil ram @ vishal,m
sunita,f
smt. daya,f
mustafa,m
sangeeta,f
vishal @ bittu,m
kosalya,f
mehandi hasan,m
smt kaladevi choubisa,f
radha,f
rajkumar,m
sangeeta,f
rukshana,f
lalita,f
kulwinder singh,m
dev kanwar,f
suraj,m
taslima,f
ruby bhoura,f
gurnam singh,m
pinki,f
harpreet kaur,f
asha,f
bada ahari,m
kusum,f
devesh,m
sushil kumar,m
karishma,f
chanda,f
sony parveen,f
radha @ pappu,f
raju singh,m
sunita,f
sandeep kumar,m
bharti,f
shyam sunder,m
shiv achariy,m
smt sita devi,f
rajni,f
parmod,m
bhawna @ noni,f
babloo @ ajay,m
daler singh,m
sohaib,m
vinit tyagi,m
jyoti,f
priyanka,f
kushumavati,f
pooja,m
rajkumar,m
amrik singh,m
nikita,f
peena,f
vasim,m
aarti,f
firoj,m
gaytree kumari,f
pawan kumar,m
aman kumar,m
manu,f
mangal,m
inayat hussen,m
ram kishan,m
tundiram,m
jitender agarwal,m
pawan kumar,m
ashok kumar,m
pinky,f
najda khatoon,f
sunita,f
vimukt,m
ajay kumar,m
shabnam,f
manoj kumar,m
jaijairam,m
sonu sah,m
kumari reetu,f
हंसाराम,m
kapil kumar,m
rijul aggarwal,m
komal,f
shyam kumar,m
badri ram,m
aruna,f
zarina,f
kavit,m
rajani yadav,f
beena mandal,f
sunita kumari,f
mho. alpej,m
smt. chander devi,f
shayam singh @ sonu,m
rekha,f
rajina,f
rina/ rinu,f
sntosh,f
kamal jyoti sharma,m
archna,f
manish rana,m
shashi,f
shail,m
ashish kumar,m
sunil kumar,m
mukesh,m
sarika,f
poonam,f
annu,m
pinki,f
kumari   bulbul,f
hari om,m
pooja,f
prakash,m
ramlal,m
geeta rani barman,f
janki,f
khusbu,f
sunny kumari,f
kurban,m
ram ratan,m
sajni,f
netrapal,m
samit s/o lt.gulab singh,m
gali no 5/4 samta vihar m. pur part ii delhi,f
vidha baghel,f
babli kumari,f
seema,f
mehboob,m
omprakash,m
baban mishra,m
yogesh kumar,m
rudhra pratap,m
udit,m
sarojni,f
deepak,m
dhan singh @ deepak,m
ritu,f
maya bai,f
bimla ( with son tushar ),f
aasha,f
mamta,f
shivani,f
jaydurga,f
poonam,f
farina,f
devanand tripathi,m
ranjeet  kumar,m
rajeev kumar,m
smt kusumlatta,f
hukma ram,m
mohd. kasim,m
twinkle,f
ganesh,m
nisha,f
kirann,f
jyoti,f
kavita,f
seema,f
arti,f
narmda,f
kamala,f
rakesh,m
aman,m
amit,m
manoj,m
rubi,f
karunakar dehra,m
bhoop singh,m
poonam,f
harsh dagar,m
haridutt,m
gurcharan,m
meena @ pooja,f
puspender,m
rampher pathak,m
zeshan akhtar,m
jyoti @ gudya,f
deepa,f
rani,f
nitin,m
sangeeta,f
deepa,f
sharmili,f
narbahadur,m
bhagwati,f
amrit pal,f
smt ruby devi,f
umar farooq,m
gahnshyam,m
poonam,f
arnabjit mukherji,m
meenakshi,f
aarti,f
sabana,f
diljan,m
jatin kumar @ jeetu,m
neelu,f
v.r.thomas,m
pooja,f
sanju,m
girish,m
sonu,m
vinod kumar,m
nasibu nisha,f
preeti chaudhary,f
kawal kumari,f
abhishek,m
sanaali,f
guddi with 02 children,f
mehib alam,m
prachi  sharma,f
dinesh @ chaund,m
maya kumari,f
kajal,f
aditya sharma,m
mahender,m
sanjay @ habdu,m
raju,m
prabhjot kaur,f
sukhdev,m
dhan chandar,m
varsha,f
heera,m
naval jha,m
reeta,f
akshay pahwa,m
arjun sahni,m
anirudh,m
ujir khan,m
neha dhiman,f
ritu,f
rashmi,f
neha,f
vicky,m
harman singh,m
manish,m
chotti jha,f
sagrika @ versha,f
aashish bhartdwaj,m
sanjeev kumar,m
kumari vaishali vaishnav,f
roshini praveen,f
jani khan,m
ram avtar,m
pappu,m
sarita,f
komal,f
sanjay,m
gordhan gujar,m
ajay kumar,m
smt manju jat,f
nishant@ chintu,m
mohan,m
sabnam,f
pooja,f
tanuja devi,f
shivam,m
amit,m
rena devi,f
vikas,m
harvinder singh sandhu,m
abdul rajjak,m
afsar alam,m
ritu,f
dinesh kumar sawami,m
savina,f
jaswant singh,m
sejan,f
pear bano,f
कु0 शशि रì,f
manver singh,m
kamla,f
mamta @ varsha,f
md. akhlakh,m
durga lal,m
kanti prshad,f
sunil kumar,m
som nath,m
ajab singh,m
chameli,f
vijay pal singh,m
dharmender,m
poonam,f
krishan pal,m
suman,f
rohit kumar,m
komal,f
reena jain w/o atul jain r/o h.no. wz-11 bhagwan d,f
rahul,m
avantika,f
ruplal kumwat,m
bal dev,m
dinesh tyagi,m
anju,f
shakshi,f
soniya,f
shma,f
sita,f
nitam,f
kamla devi,f
rohit,m
sumit verma,m
sanjay yadav,m
lalita kumari,f
shimala,f
pardeep saini,m
pushpa jha,f
chandni,f
sima,f
nazneen bi,f
surendra kumar mandal,m
bhagwati prasad,m
chunaram,m
mukesh,m
varsha,f
hasan shekh,m
joginder,m
mohd. ladla @ mohd. kaif,m
ranu,f
manju devi,f
hanshraj,m
smt reetu,f
suresh kumar,m
sahajaha,m
bhawna,f
pawan jangir,m
sakshi @ soniya,f
nirmla koli,f
amrita,f
gulfara,f
vinit,m
mahender,m
gurmit kaur,f
babita,f
vimal,m
parmod kumar pal,m
vishnu,m
anuradha,f
bhupendra singh rawat,m
aatif,m
rekha,f
gurmeet,f
sumer,m
nusrat,f
sardar pal singh,m
shiv lal nehara,m
suman,f
khushabu,f
santosh kumar,m
jitender,m
rohit,m
ramchandra,m
virat bahadur,m
parvesh,f
pooja,f
deepak @ sourav,m
ramesh,m
saroj patel,m
narender kumar,m
shambhu,m
forshan anl,m
abhishek,m
malti,f
shobha devi,f
aasif,m
shavitri,f
pawan kumar,m
aphsana,f
veer bahadur,m
aash mohd.,m
parveen,m
ashu,m
rainu,f
naseef,m
jalil ansari,m
irfan,m
doli,f
bhavuk goel,m
hemant sharma,m
asmat,f
reetu,f
babita singh,f
munnem meena,m
manisha devi,f
devi lal,f
kishan kumar,m
mamta kumari,f
sitaram bairwa,m
aashu @ anil kumar,m
tulsi sharma,m
santosh,m
ankit,m
neha,f
salmaan,m
sita kumari,f
gorav,m
preeti,f
simran,f
lekhraj pahuja,m
sudhir,m
smt sushma,f
preeti,f
tarannum,f
keshram,m
renu,f
sonu,m
smt mithlesh,f
feru singh,m
vinod @ deepak,m
bhuneshwar,m
rajkumari@babli,f
peenu,f
puspa,f
seema bai,f
karan,m
ikrar,m
aarti,f
bansilal,m
rohit,m
irfan,m
ganga devi,f
dinesh  mishra,m
smt. pushpa,f
suman,f
devik jain @ chikku,m
sawtri devi,f
pritam singh,m
sanjay sharma,m
nidhi,f
ranbir singh @ sonu,m
madhu,f
omprakash sharma,m
sanwar lal,m
sandeep kumar,m
husiya devi,f
kumarage dona dhanasiri chandra latha,f
yogesh,m
anita,f
zakir hussain,m
sehzada iqwal,m
neetu,f
dheeraj nagouri,m
shur singh,m
kushum @ khushbu,f
amar deep,m
priya,f
ashish gupta,m
komal,f
kamal kishor saini,m
abhishek kumar,m
meharban,m
sonu,m
rekha,f
tabsum khanm,f
chandrawati @ geeta,f
sanjay kumar,m
dinesh mongia,m
muskan,f
shri gangabal singh,m
gulnaj @ rozi,f
kushal  gupta,m
neha @ prachi,f
khusbu,f
chetan porwal,m
parhalad yadav,m
kiran,f
satpal,m
rashid,m
ankit raj@ santosh,m
guruvachan singh,m
shiva,m
sadhana @ jyoti,f
sonam,f
simran dhawan,f
reena,f
anjum,f
miss santosh,f
prakash gupta,m
soni,f
akash,m
neha,f
kishan singh,m
kamruddin,m
bina,f
mansavi @mahi,f
vishal,m
inda bai,f
gopal singh,m
kavita,f
parinka,f
dev,m
ram kishore,m
sangeeta,f
rajender,m
renu,f
dinesh kumar,m
deepak,m
gona bai,f
ravinder singh,m
archana,f
anjli d/o,f
ranju devi,f
deepak,m
nasreen,f
jahid,m
jyoti,f
saleem,m
vandna w/o sunny,f
nishant,m
savita,f
rajni bala @ manisha,f
seema,f
smt. munesh devi,f
amit kalara @ juganu,m
jaidev,m
tanmay,m
suman,f
arti  @ krishna w/o  raj kumar,f
aman @ deenu,m
kalpadma,m
shashi,f
mohammad humayoun,m
bal bahadur,m
sapana,f
sheh nawaz,m
abdul hamid@pammi,m
lali,f
karan,m
nisha,f
chom singh,m
anwar ansari,m
beena,f
rahul vijay,m
hema sharama,f
meghana,f
mehboob ali,m
payal,f
vinit,m
sparsh,m
pooja,f
yusaf,m
monika,f
ram kumar sharma,m
priya,f
rehana banu,f
chakra bahadur,m
smt dhakha devi,f
sushmita mandal,f
farah,f
poonam,f
komal,f
mohd. imtiyaz,m
smt. lali,f
ajay halder,m
deepu,m
rahul sisodiya,m
kiran d/o suraj prashad,f
pasanjeet,m
gutam,m
md aslam,m
shekhar,m
chandani,f
zahira,f
punni devi,f
santosh singal,f
vijay singh,m
vinod kumar jain,m
soniya,f
smt roshni gupta,f
abdul rehman,m
savitri devi,f
lalita bai,f
shashank yadav,m
pushpa kumari,f
pushpa kumari,f
pooja,f
laxman,m
mithlesh yadav,m
heena,f
rizwaan,m
lavkush,m
sunita,f
mr. balveer singh,m
anjali,f
rashmi rator,f
swati,f
tarun kumar,m
nisha,f
ku. nisha shirma,f
arsi,f
meenakshi,f
farida khatun,f
baam,m
sachin raghav,m
jasmen,f
ram kishan,m
muhmad aarif s/o mu.hashin appar bhktiyana srinaga,m
ujamma,f
geeta,f
komal,f
chandra mohan saden,m
tufail,m
shri parkash,m
pinki sharma,f
ramaiya,f
suman @ sabnam,f
ramu @ ramesh,m
gyatri,f
joginder mandal,m
rajender kumar / titu,m
sourabh,m
arti,f
savita,f
bablu,m
happy @ jagjeet,m
kumari ritu dabi,f
renu,f
sagar,m
rukmani,f
danveer singh,m
ankush @ shera,m
ajit,m
chanchal,f
dev,m
thakur das,m
ishwar,m
aahim,m
jyoti,f
radha devi,f
ashish,m
devender puri,m
sugna,f
neeraj kandari,m
mr. ram chandr sen,m
pooja kumari,f
vijay,m
chhotu,m
manak paramik,m
deepak,m
shital,f
deepak,m
priyanka,f
megha @ kaka,f
ratan lal,m
minu,f
handu,m
abdul hamid,m
riya,f
mallika,f
mukesh kumar,m
rajkumar,m
shabana,f
neelam,f
km. soni,f
anjana,f
anita bai,f
sameem,m
ishrat khatoon,f
ajay,m
soni prasad,m
danish,m
jairam and choti mali,m
juna,f
shahin begum,f
reshma,f
reena,f
naviya,f
junl ansari,m
anjum,f
raja devi,f
rukhsana,f
reena dass,f
arjun,m
mr. ashish khandelwal,m
anjali @ babli,f
sakshi vaid,f
vikramjeet kundu,m
kailaki devi,f
mohit miglani,m
allaraji,m
vicky,m
manish,m
anjali,f
samaiali,f
neesha,f
deepak,m
pavan kumar,m
rajesh,m
taj,m
santosh,m
pavan kumar aggarwal,m
pooja,f
smt gunjan,f
suresh kumar,m
smt doli,f
niru,f
manoish,m
saru,f
ankit,m
jyoti,f
prabhu dayal,m
kanhiya,m
kushi,f
vikram singh,m
gudia,f
jyoti,f
anita suthar,f
kanku,f
monika,f
satbir @ sahil,m
rajdev,m
cheete,m
sobit saini,m
sanjay,m
vinita,f
neha,f
chandu paswan,m
krishan gopal,m
shakir,m
shivani,f
nadeem,m
sahima,f
maaya,f
smt kavita,f
monu,m
poonam,f
nandani,f
urmila,f
ajit singh,m
rubi,f
komal @ kumkum,f
ranjeet,m
surender,m
sanjay kumar,m
kumari manisha,f
nitin kumar,m
pankaj,m
komal,f
moni,f
rajneesh kumar,m
sultana begum,f
puspa,f
usha,f
raj kaur,f
pankaj dhami,m
anil,m
gorv sharma,m
vikas kumar jha,m
matadeen,m
manju,f
nafeesa,f
janki kumari,f
mahender singh,m
dharmveer,m
isha,f
satish,m
smt. parwati,f
babita,f
kirshan,m
raju,m
shankar,m
mohd aslam,f
karamvir,m
rani devi,f
jyoti,f
vi jay kumar  malhotra,m
karma kumari,f
gyanwati,m
rabina,f
priti,f
manish gautam,m
satender,m
asha,f
amrita,f
taramati,f
neeraj kalra,m
santi bai,f
kunal,m
sapna porwal,f
nidhi d/o late jagat singh,f
anjali,f
sudesh,f
neetu @ gaytri,f
simran,f
shrimati vipin,f
shabana,f
jainub,f
ajay kumar,m
shahid,m
satyam,m
abdul aziz,m
shakuntla devi,f
meena,f
suman devi,f
anita,f
sapna,f
manu,f
barkha,f
neharika @ neha,f
ram kishan,m
jya @ jayawanti,f
papiya dass,f
suman sharma,f
satyanarayan soni,m
heena d/o zamil akhtar,f
sarita,f
pooja,f
raju,m
aaftaab husan,m
kishan,m
reshama,f
mohammad ali,m
bhisan ram,m
sahid,m
shivani,f
priya,f
astha pareek,f
joyti @ bhagwati,f
parveena,f
arsad,m
aarti,f
gaitri devi,f
ganga ram,m
soni,f
rakesh,m
rahul,m
baby,f
monika,f
raju,m
devli,f
ku. fatma,f
ravinder,m
rakhi,f
meena devi,f
kaushal s/o dinesh,m
sunita kaur,f
manish kumar,m
kishan lal,m
gurdayal,m
jyoti,f
pari,f
kajal sharma,f
rambir,m
shahid khan,m
smt hasmi,f
pari mohmad,m
tumpa,f
laxmi,f
mukesh,m
muskan kannojiya,f
monu chauhan,m
alina,f
raj dev singh,m
poonam @ anita,f
vasuki thakur,m
prateek bhaskar,m
sanjeev shekhar,m
श्रीमती जेनम,f
neeraj,m
vinay,m
ramchander nuriya,m
nasira bano,f
priya,f
fatma,f
kusum,f
abdul rahuf,m
noomi firdos,f
sitaram,m
rma kant,m
preeti,f
praveen,f
श्री नारायण लाल,m
raj kumar,m
abhimanyu,m
pintu kumar,m
gulshan,f
sunita devi,f
irshad,m
saahil nautiyal,m
kundan chohan,m
madhuri barman,f
vivek@ rohan,m
swati,f
risabh,f
manisha,f
govinda,m
afsana,f
munender pratap singh,m
shri kant,m
kamal urf babu,m
kavita,f
rohit gupta,m
priyanka,f
murarilal,m
nizam,m
sanjay yadav,m
chander bhan yadav,m
nargish,f
sonu,m
aarti devi,f
vandana sharma,f
gourav,m
saroj,f
sanwar lal,m
ikramuddin,m
anuradha,f
aman gill,f
hari ram,m
sonu,f
mitnu & santhosh,m
anjum,f
anita,f
chanchal,f
km  meenu sharma,f
neeraj kumar verma,m
suraj,m
sanjna @ sunita,f
gopal lal,m
aruna,f
panku,f
nagma,f
nidhi kumari,f
kalma khatoon,f
arun,m
rahul jain,m
veer singh,m
nisha khurshid,f
swati,f
santosh,m
naveen kumar,m
shabana,f
triveni,f
laxmi,f
bobi khan,m
leena rai,f
purnima @ priya,f
rajni,f
jai parkash,m
kulvinder kaur,f
suman,f
raman,m
rajni,f
hafsa draboo,f
anita kunwar,f
sanju,f
vikram singh,m
anil chodhari,m
sunita,f
chitprit singh,m
manju bhasin,f
kumari rohini,f
geeta,f
radha,f
santosh,f
dheeraj @ montu,m
mohd yasin,m
anjali,f
sapna mandal,f
durga bai,f
dinesh kumar,m
chinta devi,f
naresh @naneha,m
kishore kumar,m
rawana,f
paramdeep kaur,f
mahendra yadav,m
ramniwas jat,m
bablu mishra,m
rohit,m
pooja,f
satyawan,m
anuj,m
maneesh @ monti,m
smt. manju jat,f
nagender,m
ruji khatun,f
virender bhatia,m
seema,f
sharukh khan,m
sunita,f
shri kumar,m
mohd. fazil,m
harichand,m
raj rani,f
sunita indora,f
vijay kuma,m
anjali @ puttan,f
arti,f
namarta,f
rihana,f
reema,f
lakshmi,f
deepa devi,f
rijwana,f
suman bairwa,f
poonam,f
geeta,f
sheetal,f
ku aachal,f
bal kishan @ sonu,m
jyoti kumari,f
neeraj,f
arsi praveen,f
shankar,m
ravi,m
aashif,m
dhiraj singh,m
aayush,m
sangeeta pandey,f
chandni,f
komal,f
preetam kumar,m
babli @ ritu,f
shiv kumar,m
mohd mahfooz alam,m
mohd. used,m
bajrang lal @ jugal kishor,m
karma yadav,f
sonyi,f
mohd. saheed,m
sapna,f
akash meena,m
anju,f
sangram singh,m
anita,f
archana,f
ritu,f
manju,f
poonam,f
kiran devi,f
arti,f
diksha rani,f
anjali,f
akash rajput,m
vasim,m
kavita kumari,f
bhud ram,m
deepak,m
vikash,m
arti,f
sahnaz,m
santram,m
neeraj,m
rahul shah,m
anuraj,m
rajveer,m
zeba,f
smt sapna,f
rekha saini,f
priti,f
akash,m
kuldeep,m
archana,f
firdosh bano @ asha,f
md. aaqif,m
chandni,f
uma kasav,f
manisha,f
sunita,f
smt.farhana baigum,f
parveen kumar,m
himanshu mahajan,m
sumit,m
shayna,f
sh. manish puri,m
meena,f
sangeeta,f
waseem,m
rajesh kumar,m
deepak,m
nargis,f
pooja  d/o,f
pushpa,f
suhagini,f
श्री राजमल,m
abhijeet,m
riyasat ali,m
pujja,m
"karandeep singh ,@ balu",m
anoj kumar,m
balalia ngadong,f
poonam,f
farukh,m
krishan,m
hansraj,m
jagdish,m
aarti,f
ruchika,f
sandeep,m
nathu soni,f
pooja,f
amritha,f
arjun singh,m
sarvesh kumar,m
ram niwas,m
meenakshi,f
modh. mustafa,m
bir singh,m
aastha thakur,f
vishal,m
chetna,f
jashgul kaur,f
karan gulyani,m
satendra  singh,m
anita,f
jagdeep,m
kamala,f
deepak,m
bhagvati,f
tulsi,f
kamlesh,f
rekha,f
sundar pal,m
virender,m
barkha,f
neha,f
sankar lal,m
venkatswaran rama swamy,m
kum. rekha,f
prem bai,f
arindra,m
neetu,f
rajeswary@rajo@chanchal,f
mobin,m
ku. puja,f
kuldeep singh,m
meena,f
rahul bhiram,m
ritesh,m
harish kumar,m
sudhir,m
monu agrwal,m
sapna @ rajni,f
narayan ram,m
naisi ram,m
abhinay,m
nasim,m
babli,f
rajesh sharma,m
sumit,m
swadhin beswal,m
nathulal,m
bharti,f
samima khatun,f
indra sain,m
deepak kumar,m
nagma,f
suresh kumar,m
aasha,f
smt preeti,f
karansingh,m
smt. sukhwanti bai,f
arvind singh,m
majoo devi,f
aluddin hushen,m
mohmed kanok,m
mr. shaitan,m
atul,m
vishal verma,m
amit,m
aman,m
balaram,m
vaishali,f
sakshi,f
nagaji,m
komal,f
pooja,f
manisha,f
manoj kumar,m
sachin rajput,m
nanak singh,m
mamta,f
krishan kishore,m
vipin,m
adisan,m
raj kumar,m
basnti,f
babita,f
pooranmal,m
rahul sharma,m
shiva singh,f
sunil kumar,m
rohit,m
sonali,f
aman saroj,m
mausam,f
gourav mital,m
sanjay kumar,m
poonam,f
amit kumar,m
abdul vahid,m
kavita,f
mustak ahmed,m
neeraj kumar,m
rihan,m
anil  kumar,m
ramprasad,m
aalam singh,m
pooja,f
naseem ahmed,m
rohan mandl,m
ruchi,f
mehphal singh,m
suman,f
monika,f
somnath,m
deepika sharma,f
shadab,m
garima,f
labbhi,f
akansha,f
gudiya,f
chandni,f
vakil,m
kamal singh,m
smt. parwati devi,f
munish singhla,m
asha devi,f
bablu,m
anuj @bholu,m
karishma,f
jagdish,m
jisan,m
virender sehrawat,m
neha,f
chandan,m
bhudevi,f
reena,f
sachin,m
anuradha,f
rashmi,f
mata parsad,m
hitlar,m
sunita,f
devender singh rawat,m
avastha khatun,f
mamta,f
anjali,f
kanchan,f
pinky,f
kailesh chand,m
digvijay singh,m
anil bhatt,m
balbiri devi,f
rinku,f
neeraj kumar,m
joholal soren,m
rajni,f
megha das,f
gulbasha,f
golu@ bablu,m
madhuri kumari,f
kaleem,m
nano sabroon khan,f
laxmi,f
babita,f
reeta,f
kajal @ shagun,f
bhuri,f
surajbhan,m
rajesh garg,m
sajid @ chummu,m
rajni,f
archana kumari,f
naved,m
bhawana,f
md sokat,m
priyanka,f
sarita,f
vishnu,m
jeete,m
deepak,m
meenu,f
anu,f
babu lal,m
ram murat singh,m
abhishek,m
radha,f
lalita devi,f
renu @ aasa,f
preety,f
preeti,f
amarjit kaur with a child keshav,f
keshav mattur,m
priya gautam,f
anita,f
pramod mishra,m
kaushaliya,f
rubby,f
dharmveer @ dharma,m
vanshu,m
rachna,f
narender,m
akshay kumar,m
poonam,f
khangara ram,m
vivek,m
kamal,m
poonam,f
noorjahan,f
ruppa devi,f
ranbir,m
laxmi,f
saniya,f
ramkesh,m
sukhmit yadav,m
chhavi,f
rahul rawat,m
vikash,m
samayddin,m
komal,f
anam beg,f
nagender @ shambhu,m
mahesh kumar,m
seema,f
mukesh singh,m
gopal,m
saddam,m
ajay,m
sonam,f
gurpreet kaur,f
raju lal,m
vijay,m
mahendra singh chotele,m
rajesh,m
kamal,f
suresh chand,m
raj bahadur,m
chinta,f
rubi,f
lavli gupta,f
neeraj kumar,m
mangi ram singh,m
seeta,f
bhhatu,m
mana sarkar,f
rajna,m
neema mishra,f
jitender,m
jyoti,f
ravi kumar gangwal,m
shubham dandriyal,m
kiran,f
bipin,m
manju,f
mohan @ sonu,m
kumari roshan,f
ajit,m
rimzim,f
guluram urf chutararam,m
manmeet kaur,f
rakesh,m
ranjana,f
yogesh,m
nepal,m
muneer,m
amzad khan,m
kavita,f
dhaneswar dass,f
shahjad,m
rajesh kumar,m
chanden,m
latur lal,m
jasvinder,m
suraj,m
pawan kumar,m
naina,f
vivek,m
neha,f
dimpal,f
teja ram,f
ram ji,m
rekha,f
rinki kumari,f
kashish,f
amit kumar,m
pankaj,m
anil kumar,m
jyoti  kumari  meena,f
heena,f
suraj sahay sharma,m
nagma,f
laxmi devi,f
balbir singh,m
aarti,f
kajal,f
kesha sharma,m
bindu,f
neetu kapoor,f
prem bai,f
lakky,m
mamta kakker,f
komal yadav,f
priyanka,f
savitri,f
brijesh kumar,m
kishor,m
miss rekha,f
raja,m
naraini devi,f
vimla,f
shashi,f
om prakash,m
samadhan more,m
kouchu,m
amarin,f
ram narayan,m
nila,f
vishnu kumar,m
kishmat,f
mumtaj,f
piyush anand,m
rinku d/o harvir singh,f
srishty @ sona d/o,f
zishan khan,m
bato devi,f
rupak kanti dass,m
neha,f
shiva,m
prameela,f
sunil gujar,m
shiv shakti singh,m
rajesh kumar,m
ankit kumar,m
pooja,f
rahul,m
birender sharma,m
ranjeet,m
bharti devi,f
nishu kumari,f
vijay lal,m
vinay,m
virendra  singh,m
abdul,m
nanak prasad,m
danista paveen,f
rakhi,f
ashok jain,m
karishma,f
pinki,f
anil dhar,m
dhurve singh,m
naresh,m
kunal kumar,m
lakhmi chand,m
nirja,f
anil,m
hemanshu,m
raju jha,m
daman preet singh,m
ramprasad @ ramu,m
farha,f
smt.parwati,f
santok luhar,f
sanjay,m
manoj kumar,m
sahrul nisha,f
sarita,f
sabreen@ pinki,f
adnan,m
anjrej @ kalu,m
pooja,f
ram ratan,m
bharat kumar,m
suman,f
ashishi aggarwal @ bittoo,m
sadur rahman,m
shiwani,f
banty gupta,m
saroj @ savita,f
vijay,m
komal tiwari,f
sunil janu,m
bhagat singh,m
vipin s/o virpal,m
sanjay @ mani,m
ashish kumar,m
baby,f
vaishanvi,f
tarbez ansari,m
deepak,m
jyoti,f
mahzbin,f
md. shoab,m
abishek kumar,m
shivam s/o,m
pinki,f
rajwati,f
aarti,f
meenakshi,f
smt pushpa,f
ram ratan,m
kamil,m
sahab singh alias bitu,m
nagina,f
begraj singh,m
mahesh kumar,m
santosh,f
jatin,m
rita,f
jyoti,f
rani,f
vinod,m
ramswaroop,m
yasmin,m
kishan lal,m
sandeep,m
amit,m
sakchan,m
afsana,f
lakki,m
afsana,f
ravi rakuwar,m
kulvinder,f
shivam,m
sahana,f
attar singh,m
deepka,f
sadhna singh @ dimple,f
akhilesh kumari,f
shallu,f
smt sohan bai,f
कालूराम,m
deepika,f
chanchal,f
soniya,f
kanchi sing,m
vadhi,f
priyanka sagar,f
santosh kumar vishvkarma,f
amit,m
aaysha,f
kavita,f
vimlesh,f
lad bai,f
prachi,f
babu lal,m
urmila,m
reena,f
om prakash,m
sahil @bohlu,m
raju @ rajkumar,m
avnish kumar,m
surender singh,m
manoj sachdeva,m
neetu,f
shabbir,m
mushkan,f
rohini kashyap,f
amandeep singh,m
kiran mala,f
afsana,f
sashi partap,m
frra,f
aasha,f
areen momin,f
sudha,f
ct b sathya murti,m
rakesh,m
chandni,f
chanderkali,f
tannu,f
choga lal,m
asha,f
prakash,m
shambhu,m
pariksha,f
rani,f
arvind,m
arti,f
vinay kumar,m
priyanka @ khushboo,f
noni,f
jai narayan jat,m
rahul @ vimalesh,m
payal,f
ram sagar,m
rekha @ pukar,f
ravinder kumar,m
mahfooz,m
renu,f
amarchand,m
jatin pal,m
aashu,f
sharat chandran,m
jyoti,f
naveen lal,m
archna,f
priyanka,f
monika nath,f
smt punam,f
karishma,f
nisar ahamad,m
रेखा शंकर,m
chaman lal,m
nisha,f
urmila,f
afsana,f
shivam @ sweeti,f
mamta,f
abhisek,m
mukesh kumar,m
vicky kumar,m
smt rekha prajapat,f
harender,m
geeta devi,f
minakshi purohit,f
chanchal,f
dabu,m
pushpa devi,m
sarita,f
rajesh kumar,m
ramnath,m
arti,f
roshanlal,m
shrimati birmo w/o,f
nisha,f
komal,f
jyoti,f
raj shri,f
ram aashre @ bablu,m
rajesh kumar,m
chiranjavi,m
narender,m
chintan saini,m
virender,m
om prakash,m
sanjay,m
mohd. arbaz,m
kamal kakkad,m
smt bhagwani,f
priyanka,f
farhanaz,f
smt nitu kumari,f
ravi kumar,m
hament,m
manoj upadhay,m
geeta,f
veer,m
farida,f
sumit singh,m
sajid ali,m
raju @ chhotu,m
mayank,m
sahil,m
amit,m
priti,f
miss. laxmi kumari,f
seema,f
sanju urf yatendra singh,m
seema devi,f
pooja,f
rihana,f
smt. sadhana,f
vikash gaud,m
tek chand,m
rajni,f
mustafa,m
pinki,f
monika,f
shanti,f
kanhaya,m
geeta,f
rajbir singh,m
rajendar prasad,m
rekha,f
suraj,m
taufik,m
nirmala,f
gudia @ seema,f
duraga prashad,m
sunil,m
mahesh balwani,m
shika haldhar,f
rohit thapa,m
shavani,f
rani,f
hariom,m
rakesh kumar yadav,m
hitesh,m
jyoti,f
sheetal,f
kanhaiya urf kare,m
chander bhan,m
narbda,f
kumari suman,f
puja,f
babli d/o suresh,f
tushar,m
kamla,f
sumit bhasin,m
alka,f
arti,f
om prakash,m
sunny,m
sugna,f
ankit,m
dharmender,m
bittu,m
jitender,m
vijay kumar,m
sam midde,m
limca,f
saroj kumar,m
mohit kumar,m
deepak,m
virender,m
sanjay,m
suresh,m
devli,f
sonam,f
najreen,f
sanjay,m
jyoti,f
dhirender,m
gunanidhi,m
shri ratan lal,m
mahesh chand tiwari,m
nikhad,f
smt lali,f
shanbhu dutt,m
jyoti sharma,f
ankit mishra,m
vijendar,m
reenu,f
prachi,f
jairam singh,m
rajlaxmi,f
vikky,m
nisha,f
rani,f
abdul samrad,m
ekta,f
deepak,m
meena,f
mohd nazim,m
rajesh paswan,m
amit kumer,m
soni,f
sunil kumar,m
devpal,m
mukesh gujjar,m
neeraj,f
bhupesh kumar,m
leela devi,f
bhagwati@shinnu,f
deepak rathore,m
rashida,f
farjana banu,f
kanika,f
hem chandra,m
kavita,f
udai narayan panda,m
anju devi,f
ramesh chand,m
naseem khan,m
sukh dev prasad nirala,m
anjum,f
sashi,f
shashi bala,f
anand,m
